Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
F53A9.9	WP:CE02769	386	1	83.5	medium	49.5	116	231	11	220	87.53367876	72.67854978	49.57043615	0.479452055	moderate
R03G5.1	eef-1A.2	5646	4.870556376	49	short	31	79	231	5	226	58.11742827	48.29383896	35.50177024		
R03G5.2	sek-1	124	-0.638260727	80.5	medium	57	109	231	16	215	84.72580645	74.81869744	41.31631301	0.364217252	poor
B0250.1	rpl-2	58210	8.23652236	40	short	32	59	231	5	226	48.50984367	44.22851206	22.66440512	0.796078431	good
R03G5.5	gpx-7	172	-0.166192283	72	medium	43	104	231	5	226	79.52906977	67.34390007	45.39918903	0.335052065	poor
R03G5.6	WP:CE45547	170	-0.183066101	86	medium	54.5	129.5	231	9	222	95.97647059	82.17091324	49.56445037	0.376305283	poor
D2013.10	tag-175	303	0.650716946	84	medium	59.5	114	231	10	221	88.53465347	79.29414205	39.03562671	0.361344538	poor
B0395.1	nhx-1	119	-0.697639274	75	medium	47.5	118.5	231	8	223	87.04201681	72.91144262	49.18057876	0.391752577	poor
F23D12.3	WP:CE05701	114	-0.759567023	66.5	short	47	104	196	12	184	76.18421053	66.82589046	38.34551274	0.536082474	moderate
F19C6.4	WP:CE44240	60	-1.685566442	112	long	88.5	150	231	26	205	122	111.3910406	50.42387001	0.272521097	poor
M03B6.3	WP:CE23873	337	0.804147744	104	long	82	123	231	9	222	104.8724036	96.51873745	39.35976924	0.404878049	moderate
M03B6.1	WP:CE12334	111	-0.798041171	53	short	33.5	81	231	5	226	64.59459459	51.84903846	44.39855902	0.386206897	poor
C12D8.14	fipr-4	1024	2.407542963	43	short	29	73	231	11	220	53.91796875	45.15265635	33.47289466	0.591549296	moderate
M03B6.4	WP:CE12340	15	-3.685566442	88	medium	66.5	118.5	202	19	183	97.2	84.24372791	46.96835814	0.291769294	poor
K04G11.4	wdr-5.2	14	-3.785102115	72.5	medium	35	112.5	161	14	147	77.92857143	60.54668001	48.28407647	0.442666667	moderate
K04G11.5	irk-3	41	-2.234905033	98	long	66.5	137.5	195	16	179	99.12195122	82.57558844	49.86772509	0.311614731	poor
K04G11.2	sel-7	102	-0.920031695	101	long	60.5	137	217	16	201	99.2254902	86.40545567	46.27388771	0.428115016	moderate
K04G11.3	WP:CE11746	41	-2.234905033	90	medium	54	138.5	231	31	200	101.804878	86.91773445	56.34268819	0.244382022	poor
F23D12.7	WP:CE34826	973	2.333838958	79	medium	55	102	231	14	217	80.14182939	72.72521756	33.47113661	0.563636364	moderate
ZK402.3	WP:CE28188	1316	2.769486736	64	short	50	82	231	6	225	68.85410334	62.95998628	29.67460291	0.392	poor
Y69A2AR.28	WP:CE26562	1426	2.885301229	75	medium	51	99	231	7	224	76.57573633	69.27650604	32.18122684	0.561904762	moderate
C23H5.15	WP:CE47498	181	-0.09261115	69	short	48.5	90	207	14	193	70.48066298	63.48488882	30.98325892	0.424870466	moderate
Y60A3A.7	WP:CE24531	544	1.495005804	74	medium	48	107	231	13	218	80.6875	69.50620382	43.70932721	0.485955056	moderate
Y69A2AR.24	WP:CE48921	11	-4.133025419	89	medium	84	118.5	133	51	82	96.27272727	93.03666082	23.90546118		
Y69A2AR.25	WP:CE22793	119	-0.697639274	122	long	82.5	157	231	16	215	120.4453782	106.7563096	51.49311735	0.325227964	poor
C04C3.3	pdhb-1	1143	2.566152651	86	medium	59	115	231	13	218	89.71391076	80.03575749	40.41029131	0.519174041	moderate
C04C3.4	WP:CE48952	13	-3.892017319	95	long	68	140.5	193	47	146	105.1538462	94.88079522	47.07742584	0.408163265	moderate
Y69A2AR.21	WP:CE27517	929	2.267077749	64	short	36	93	231	9	222	70.07750269	59.10144889	40.80031475	0.398773006	poor
Y69A2AR.22	WP:CE39975	97	-0.992544195	54	short	38	87.5	160	14	146	63.56701031	56.50322885	30.56273157	0.336842105	poor
Y69A2AR.23	WP:CE43689	49	-1.977747193	77	medium	61.5	91	187	10	177	79.48979592	72.74617658	32.30790795	0.411428571	moderate
C27C12.1	WP:CE05318	97	-0.992544195	102	long	78.5	133.5	226	23	203	102.6082474	93.23661009	39.29155013	0.390625	poor
H19N07.1	erfa-3	2276	3.559827805	67	short	47	89.5	231	5	226	70.43453427	62.82154974	32.34303209		
C37E2.3	WP:CE08622	20	-3.270528942	57	short	45.5	81	149	20	129	63.75	57.3845223	29.52266079	0.35971223	poor
Y60A3A.1	unc-51	546	1.500300104	102	long	71	132	231	9	222	103.7948718	91.93168254	45.92522641	0.491586538	moderate
T27E7.1	WP:CE16505	81	-1.252607034	72	medium	61	94	161	26	135	77.24691358	72.67988603	27.00138582	0.5	moderate
C12D8.19	fipr-9	703	1.864923842	61	short	32.5	97	231	12	219	69.7311522	56.78408776	43.4831631	0.549295775	moderate
F57C2.5	WP:CE50463	1701	3.139710388	77	medium	57	99	231	9	222	80.38800705	73.28367181	33.95932411	0.406654325	moderate
F57C2.6	spat-1	136	-0.504994196	89.5	medium	55.5	111.5	231	5	226	87.36764706	75.22512305	40.70514652	0.371320999	poor
F48G7.5	WP:CE48243	298	0.626711483	71	medium	44.5	96	231	5	226	73.00671141	63.95069756	35.39470568	0.465408805	moderate
F57C2.1	btb-20	226	0.227721925	69.5	short	45	100.5	162	12	150	73.68584071	65.14712917	34.4974473	0.396491228	poor
F57C2.2	btb-19	324	0.747392966	71.5	medium	52.5	96	231	10	221	75.57716049	68.03136697	33.50055606	0.41754386	moderate
F57C2.3	pot-2	234	0.277907682	63.5	short	43	84.5	231	18	213	68.38034188	61.41600849	33.02208207	0.37295082	poor
Y65B4A.7	WP:CE49283	25	-2.948600847	84	medium	50	116.5	231	28	203	93.24	80.03638025	52.20825988	0.387919463	poor
Y65B4A.6	WP:CE49411	72	-1.422532036	52.5	short	36.5	84	144	20	124	61.79166667	54.50314013	30.65304838	0.569361849	moderate
Y65B4A.3	vps-20	1102	2.513451471	60	short	37	88	231	11	220	68.04900181	58.1664417	39.04726711	0.375	poor
Y65B4A.2	WP:CE49208	43	-2.166192283	104	long	66	134.5	231	25	206	102.4651163	89.27449343	50.1107373	0.416642887	moderate
Y65B4A.1	WP:CE27299	149	-0.373288517	95	long	60.5	118	231	24	207	95.40268456	86.01277727	42.08108495	0.391509434	poor
Y73E7A.6	WP:CE27537	651	1.754056696	87	medium	55	119	231	15	216	92.98617512	80.07093756	48.94479281	0.573170732	moderate
Y73E7A.7	bre-4	195	0.014873276	88	medium	52	110.5	192	5	187	83.65641026	72.77995809	37.69758065	0.371345106	poor
Y73E7A.4	cpx-1	615	1.671985563	64	short	40	93	231	8	223	71.52357724	60.95747737	40.72009169	0.5	moderate
Y73E7A.2	WP:CE32277	216	0.162430465	83.5	medium	54	105	181	12	169	81.69907407	74.17870083	32.10986924	0.384269663	poor
Y73E7A.3	WP:CE46767	46	-2.068895081	107	long	89	127	230	47	183	109	103.1215793	35.72661899	0.329942119	poor
Y65B4A.9	WP:CE49216	13	-3.892017319	106	long	96.5	122	230	55	175	109.2307692	102.1827997	42.32684881	0.498587686	moderate
Y65B4A.8	WP:CE31383	69	-1.48393258	79	medium	47.5	105	231	18	213	80.15942029	68.93057113	41.57640886	0.393333333	poor
Y37E11AM.1	smgl-2	337	0.804147744	115	long	65	168.5	231	11	220	120.4005935	99.30384505	64.98013666	0.385021633	poor
Y37E11AM.2	WP:CE39291	53	-1.864536583	92	medium	51	121	231	12	219	92.67924528	77.58399554	48.41205744	0.364304845	poor
Y37E11AM.3	WP:CE48718	74	-1.383003672	90	medium	64.5	120.5	188	11	177	93.06756757	83.59041008	38.55159094	0.440256606	moderate
F11E6.9	WP:CE31168	669	1.793405363	83	medium	60	106	231	5	226	85.43348281	76.43084625	37.78956543	0.336065574	poor
ZC404.8	spn-4	422	1.128642151	61	short	40	88	150	8	142	65.58293839	57.57343217	31.05318008	0.460410557	moderate
ZC404.9	gck-2	190	-0.022601429	94	medium	66	119.5	231	10	221	95.16842105	85.20274287	39.72872556	0.329145729	poor
ZC404.2	WP:CE45229	54	-1.837569535	71.5	medium	45	103	195	12	183	75.44444444	65.22742763	37.63551645	0.333333333	poor
ZC404.3	spe-39	540	1.48435856	81.5	medium	50	114	231	16	215	84.82222222	73.53541845	43.51064011	0.362164513	poor
C41G11.1	WP:CE39004	67	-1.526367847	72	medium	47	110.5	231	22	209	81.82089552	70.94176269	44.9284424	0.357362407	poor
T11F8.4	WP:CE35006	62	-1.638260727	94	medium	67.5	111.5	231	28	203	100.0322581	91.74419832	43.38089655	0.397660819	poor
Y53C10A.6	WP:CE41062	150	-0.363638347	91.5	medium	53.5	143	231	13	218	100.1933333	85.5594044	51.97790514	0.391325457	poor
Y53C10A.5	WP:CE22373	173	-0.15782881	82	medium	58	117	227	9	218	87.56069364	74.79897117	44.89361945	0.391156463	poor
Y53C10A.4	rga-2	58	-1.734476042	81	medium	46	127.5	231	15	216	86.81034483	70.67599672	49.42757045	0.378255946	poor
Y53C10A.9	abt-5	48	-2.007494537	122	long	93.5	174	231	34	197	133.1875	120.7708367	55.99429147	0.345222073	poor
Y52B11B.1	WP:CE19220	35	-2.46317402	48	short	30.5	95.5	183	18	165	65	52.42310564	43.2540667	0.406593407	moderate
F11C7.3	vap-1	1095	2.504258117	51	short	40	69	231	5	226	57.76712329	52.79906672	26.98749273	0.478098371	moderate
F11C7.2	WP:CE07051	345	0.837995514	60	short	48	76	231	5	226	63.47536232	58.47681132	26.48434269	0.5	moderate
H11E01.2	WP:CE30441	30	-2.685566442	79.5	medium	55	103.5	172	23	149	81.23333333	71.26639892	38.59247192	0.408775982	moderate
H11E01.3	WP:CE30442	87	-1.149513541	76	medium	53	131.5	231	17	214	92.36781609	78.13022938	49.95356808	0.433125433	moderate
F59B2.9	WP:CE33287	26	-2.892017319	105	long	79	140.5	231	43	188	116.1538462	105.1086431	51.74991067	0.268948655	poor
F59B2.8	WP:CE00235	10	-4.270528942	115	long	99.5	146.5	231	35	196	130	115.2351486	59.77123054	0.26746988	poor
H43I07.3	WP:CE30081	476	1.302360726	95	long	72	117.5	231	5	226	96.04831933	88.7619985	34.72877771	0.3894081	poor
H43I07.2	rpac-40	446	1.208442863	82	medium	60	102	186	6	180	83.34529148	76.86155183	30.79029407	0.458100559	moderate
F59B2.5	rpn-6.2	421	1.125219386	71	medium	52	92	231	18	213	73.97624703	67.89981708	30.52368585	0.468112459	moderate
F59B2.7	rab-6.1	914	2.243593318	76	medium	47	111	231	5	226	82.37089716	70.52538733	43.16077604	0.454545455	moderate
F59B2.6	zif-1	150	-0.363638347	77.5	medium	43	110	231	9	222	81.90666667	68.90789955	44.77906455	0.385106383	poor
F59B2.3	WP:CE00231	784	2.022252807	81	medium	56	111	231	17	214	86.10459184	76.97641715	39.61829071	0.382352941	poor
F59B2.2	skat-1	609	1.657841381	89	medium	57	117.5	231	8	223	90.36288998	79.93758758	40.86846218	0.454332553	moderate
C08G9.2	WP:CE24793	33	-2.548062918	56	short	31	85	170	8	162	59.66666667	46.29519114	38.56491314	0.306844281	poor
Y40B1B.8	WP:CE24254	222	0.201958829	90	medium	62	119	231	12	219	90.5	81.02554925	38.60795675	0.329192547	poor
C05E7.2	WP:CE02976	872	2.175727288	73	medium	52	94	231	10	221	74.51490826	67.23168292	32.66773592	0.446428571	moderate
C05E7.1	WP:CE23522	71	-1.442709918	50	short	32	88	206	13	193	65.50704225	53.9393303	41.63587065	0.39862543	poor
ZC374.2	WP:CE42681	197	0.029594782	83	medium	55	111	231	12	219	85.3248731	75.41547741	39.4116121	0.349544073	poor
R07B1.12	glo-1	317	0.715881993	76	medium	54	100	228	12	216	77.68454259	69.84934355	33.93092139	0.323671498	poor
F14D12.2	unc-97	1025	2.408951157	81	medium	54	111	205	5	200	83.98634146	74.45516121	38.0990725	0.48358209	moderate
Y40B1B.6	spr-5	291	0.592418306	100	long	57.5	128	231	8	223	98.51546392	83.39661618	49.30676401	0.34811828	poor
Y40B1B.7	WP:CE21790	711	1.881248712	43	short	29	69	231	9	222	53.30379747	44.68898664	33.80610677	0.434782609	moderate
Y40B1B.5	eif-3.J	518	1.42435125	77	medium	55	97	167	5	162	77.07915058	70.89565869	28.91392347	0.507389163	moderate
F17C11.2	WP:CE05649	351	0.862870183	63	short	38	92.5	231	8	223	71.6980057	61.47835875	41.08278033	0.569767442	moderate
F28D1.7	rps-23	68312	8.467394374	45	short	34	60	231	5	226	49.83251844	45.94098399	21.43142189	0.735714286	good
C33F10.8	WP:CE29695	25	-2.948600847	91	medium	54.5	114.5	222	36	186	89.28	80.20566682	42.35329503	0.38963964	poor
C33F10.9	msp-40	2445	3.663161713	59	short	46	71	231	8	223	60.94355828	57.60650224	20.94804373	0.713114754	good
C33F10.4	WP:CE41616	185	-0.061075577	84	medium	49.5	111	181	13	168	82.28648649	72.51114685	37.46867637	0.324159021	poor
C33F10.5	rig-6	424	1.135463417	122	long	90	150	231	18	213	120.8183962	109.2620192	47.68130781	0.358812606	poor
C33F10.7	lact-5	331	0.77823037	97	long	66	131.5	231	13	218	99.25679758	88.04142327	43.79163697	0.346101211	poor
F53B2.5	WP:CE43656	42	-2.200139614	164	long	113	224.5	231	43	188	161.5952381	148.0691697	59.29428605	0.356828194	poor
C33F10.1	WP:CE29209	212	0.135463417	60.5	short	46.5	74	220	12	208	63.06132075	58.07456531	26.3796844	0.5	moderate
C33F10.2	tbck-1	110	-0.811097324	121	long	85	143.5	213	6	207	112.1727273	98.47422414	45.37757938	0.327564895	poor
F28D1.1	wdr-46	755	1.967875797	72	medium	53	98	231	6	225	78.01986755	70.03011588	35.4578885	0.408273381	moderate
Y37E11AL.6	WP:CE48981	12	-4.007494537	85	medium	73	158.5	174	33	141	104.25	93.72569985	46.41861157	0.477528826	moderate
M79.2	WP:CE43143	740	1.938924423	97	long	72	137	231	11	220	104.7472973	92.47353952	48.66659524	0.329383886	poor
F28D1.3	thn-1	125	-0.626672753	77	medium	47.5	92.5	148	10	138	73.824	66.22858077	31.2425515	0.660792952	moderate
M01G5.1	WP:CE46532	13	-3.892017319	81	medium	67.5	102	121	43	78	82.15384615	78.13670393	24.7070409	0.370327103	poor
C06G1.1	WP:CE41755	124	-0.638260727	90	medium	67	125.5	231	12	219	98.17741935	87.64955092	44.31959597	0.423460918	moderate
M01G5.3	WP:CE29983	417	1.111446536	99	long	74.5	122	231	6	225	98.05995204	90.77961521	34.8265831	0.42739726	moderate
C06G1.5	WP:CE37187	291	0.592418306	108	long	75.5	130	230	12	218	104.975945	93.69910274	42.98552588	0.38924544	poor
M01G5.6	ave-1	430	1.155735812	73	medium	44	112	231	10	221	83.10232558	68.2253442	50.81314373	0.367346939	poor
Y47D3A.30	elo-8	20	-3.270528942	77.5	medium	63.5	93	110	40	70	78.6	76.14589997	19.16872453	0.379415635	poor
Y47D3A.31	WP:CE22031	10	-4.270528942	77	medium	64	93.5	106	47	59	78	75.74922118	18.27566688	0.432432432	moderate
Y47D3A.32	WP:CE35091	73	-1.402632478	66	short	44	103	231	15	216	74.68493151	63.38269652	41.23201201	0.342930325	poor
T19B10.9	mam-4	160	-0.270528942	91	medium	58	116	231	13	218	92.6625	79.87410988	46.61301957	0.341549296	poor
F28D1.8	oig-7	32	-2.592457037	68.5	short	40.5	83	231	28	203	73.21875	63.0426725	46.38812777	0.273781903	poor
C44H9.5	WP:CE45611	11	-4.133025419	64	short	47	111	158	21	137	78.81818182	64.7010495	46.81456297	0.332713755	poor
F28D1.9	acs-20	623	1.690631316	85	medium	60	111	231	5	226	85.21348315	75.55926881	35.71324636	0.396054628	poor
F02C9.1	WP:CE09173	50	-1.948600847	65.5	short	47.5	89.5	161	20	141	71.86	65.03048185	32.02624549	0.450549451	moderate
F02C9.4	irld-3	127	-0.60377235	81	medium	61.5	103	231	14	217	84.02362205	77.62211378	33.16303429	0.474226804	moderate
F45G2.9	WP:CE16052	178	-0.116723606	80	medium	48.5	113	231	20	211	85.48314607	73.68530728	45.26404738	0.30952381	poor
F39D8.3	WP:CE47951	17	-3.504994196	47	short	34	119	192	5	187	73.29411765	52.24101883	52.3660922	0.337044995	poor
F39D8.2	psa-3	97	-0.992544195	114	long	92.5	139.5	228	30	198	117.9278351	111.5571586	38.03748759	0.283733578	poor
F39D8.1	pqn-36	162	-0.252607034	114.5	long	70	148	231	16	215	111.4567901	98.68335042	49.25332586	0.40387142	moderate
K01H12.4	WP:CE03456	10	-4.270528942	75	medium	54	87.5	107	7	100	69.5	57.91893769	29.05598045	0.422360248	moderate
K01H12.1	dph-3	1118	2.534247436	51	short	33	81	231	5	226	60.96243292	52.01154369	35.93136498	0.433797909	moderate
F22H10.3	WP:CE09572	594	1.621862084	69	short	47	90	175	8	167	70.23905724	62.80685539	31.10122644	0.585714286	moderate
K01H12.3	nhr-38	30	-2.685566442	50	short	37	65.5	105	18	87	54.5	49.40603799	23.57929883	0.283359819	poor
K01H12.2	ant-1.3	1304	2.756271117	59	short	47	71	208	5	203	61.22929448	57.88630422	20.77509645	0.61461794	moderate
F45G2.8	WP:CE16051	801	2.053201395	72	medium	46	98	231	11	220	74.40574282	65.93039262	35.40119858	0.350746269	poor
M01D7.6	emr-1	1307	2.759586389	64	short	38.5	91	231	8	223	69.14996174	59.4928869	37.22386841	0.515337423	moderate
M01D7.7	egl-30	340	0.816933899	88	medium	55.5	118.5	231	7	224	90.26176471	77.99079141	44.73594761	0.484938267	moderate
M01D7.4	tag-96	131	-0.559034036	72	medium	42.5	96	196	17	179	75.51145038	65.94943943	39.25749142	0.377418134	poor
M01D7.5	nlp-12	629	1.70445917	64	short	36	92	231	16	215	71.39427663	61.55509767	40.45202107	0.565789474	moderate
M01D7.2	scm-1	535	1.470938044	82	medium	59.5	104.5	231	15	216	84.2317757	76.02989304	35.55812038	0.476569521	moderate
T02D1.4	WP:CE40469	11	-4.133025419	117	long	57.5	158	166	25	141	108.7272727	93.33071044	50.37512176	0.407494145	moderate
R13H4.5	WP:CE12808	131	-0.559034036	110	long	60.5	148.5	231	11	220	111.5954198	93.64138055	57.33080366	0.420711974	moderate
R13H4.4	hmp-1	844	2.128642151	95	long	65	122.5	231	5	226	94.12085308	82.76553847	41.28380667		
R05D3.9	WP:CE31049	1873	3.278678147	95	long	61	136	231	7	224	101.9402029	85.66818614	54.97376602	0.327503975	poor
R05D3.8	WP:CE42017	308	0.674329503	67	short	44	97.5	231	13	218	76.51948052	64.91170199	45.15294654	0.304918033	poor
R13H4.1	nphp-4	13	-3.892017319	96	long	84	137.5	223	16	207	102.6153846	82.32345017	55.85219293	0.298023715	poor
F47B10.7	acbp-3	4319	4.484024564	64	short	42	88	231	7	224	69.54248669	61.00556829	36.35850267	0.63963964	moderate
F47B10.8	WP:CE43211	43	-2.166192283	116	long	86.5	164.5	231	38	193	126.9534884	115.908841	51.86877606	0.346417457	poor
F59A6.1	nsy-1	733	1.925212351	75	medium	37	128	231	7	224	87.43792633	65.00456562	59.71638775	0.348220516	poor
F59A6.2	WP:CE01980	14	-3.785102115	77.5	medium	72	92	231	21	210	86.42857143	74.92713555	47.84754701	0.469026549	moderate
F59A6.4	WP:CE47883	28	-2.785102115	79	medium	67.5	95	231	34	197	87.35714286	80.96916859	38.09781985	0.394557823	poor
F59A6.5	WP:CE02790	184	-0.068895081	61.5	short	38	88.5	221	12	209	67.00543478	57.65804607	35.98890186	0.394160584	poor
F59A6.6	rnh-1.0	282	0.547094315	73	medium	40	113	231	14	217	86.79787234	69.29625177	59.34875523		
R05D3.2	WP:CE00281	1359	2.815872704	91	medium	63	117	231	9	222	91.07431935	80.56577403	39.6972121	0.368271955	poor
T02E1.1	spe-12	11	-4.133025419	105	long	92.5	139.5	231	80	151	122.9090909	116.1639613	44.96959487	0.320987654	poor
ZC302.2	wdr-5.3	241	0.320432299	89	medium	57.5	122	231	8	223	92.28215768	80.78965425	44.23770257	0.349075975	poor
T02E1.3	gla-3	66	-1.548062918	79.5	medium	43.5	106.5	186	14	172	81.6969697	69.41136605	42.50809894	0.397572227	poor
T02E1.2	WP:CE32480	447	1.211673984	72	medium	44	112.5	231	5	226	82.01342282	68.10531614	48.41246903	0.300738007	poor
Y73B6BL.12	WP:CE49341	31	-2.638260727	56	short	42.5	78.5	109	20	89	60.83870968	56.51386757	22.71577081	0.465116279	moderate
Y73B6BL.13	mif-4	83	-1.217417606	49	short	33	80	196	16	180	61.08433735	51.26908042	37.905782	0.262711864	poor
T02E1.5	dhs-3	1538	2.994382751	68	short	46	97	231	12	219	73.67750325	65.15168222	35.7085446	0.417523853	moderate
T20B6.3	WP:CE13778	169	-0.191577601	82	medium	62	106.5	189	15	174	85.15384615	77.40311625	34.62290517	0.483870968	moderate
C03C11.2	fog-3	372	0.946701774	106	long	77	131	231	12	219	107.8602151	98.85581134	41.57066568	0.5	moderate
C03C11.1	WP:CE07873	43	-2.166192283	57	short	38.5	75.5	231	24	207	64.27906977	57.10300876	36.15491577	0.515306122	moderate
K09A9.4	usp-33	168	-0.200139614	91	medium	58	120.5	231	16	215	92.20238095	82.03328673	42.23158369	0.354744526	poor
W03F9.5	ttb-1	353	0.871067336	89	medium	63	112.5	230	19	211	89.32011331	81.66652816	35.96137475	0.444444444	moderate
T02E1.7	WP:CE13058	119	-0.697639274	122	long	92.5	157.5	231	22	209	129.1428571	119.1795119	49.38364403	0.484	moderate
C56A3.2	ttr-44	1053	2.447832684	96	long	65	117.5	231	11	220	92.36087369	82.62903111	39.08714869	0.495194102	moderate
K09A9.6	WP:CE11982	322	0.738459841	79	medium	54	103	226	11	215	80.88509317	72.18947281	36.27032514	0.347666128	poor
F55A3.1	6-Mar	414	1.10102992	89	medium	61	116	229	5	224	90.96859903	80.36044172	40.47151416	0.336755647	poor
F55A3.3	WP:CE17113	1223	2.663751651	67	short	48	95	231	6	225	74.61978741	65.10937851	38.82539695	0.445891784	moderate
F55A3.2	WP:CE45649	153	-0.335069195	96	long	61.5	122.5	221	13	208	95.03267974	84.92686862	40.75086403	0.279038718	poor
AC7.1	tkr-3	13	-3.892017319	168	long	158	206.5	231	25	206	158.6923077	136.9676293	61.35945118	0.341497823	poor
AC7.2	soc-2	641	1.731723509	98	long	73	126.5	231	16	215	101.4227769	93.10574312	39.22701693	0.358876392	poor
AC7.3	WP:CE43714	64	-1.592457037	63.5	short	45.5	81	231	28	203	71.921875	64.58755943	39.76269636	0.387665198	poor
C56A3.7	cav-2	199	0.044167583	92	medium	55.5	137	231	15	216	101.678392	85.32635228	56.31272235	0.347844292	poor
C39E9.2	scl-5	381	0.98119015	78	medium	56	109.5	227	14	213	83.63254593	75.18569969	37.23545556	0.649746193	moderate
C56A3.6	WP:CE45118	284	0.557290082	88	medium	63	113.5	231	8	223	89.36619718	79.50278719	39.4512498	0.360900212	poor
R05G9R.1	WP:CE39952	13	-3.892017319	97	long	90.5	132.5	172	60	112	106.3076923	100.9697985	35.33223548	0.298245614	poor
T28F3.3	hke-4.1	161	-0.261540159	87	medium	60	106.5	166	14	152	84.9068323	78.24891092	31.39545428	0.445026178	moderate
C39E9.3	col-131	15	-3.685566442	44	short	26	66.5	180	19	161	55.33333333	45.18874738	40.10597074	0.423333333	moderate
T28F3.6	ifta-2	10	-4.270528942	81	medium	72	112	131	26	105	87.8	80.77247211	30.86681065	0.400843882	moderate
C56A3.5	WP:CE09033	790	2.033251806	62	short	43	88	230	9	221	68.58227848	60.19059544	34.38788703	0.335195531	poor
T28F3.4	slc-17.4	252	0.384822886	87	medium	64	115.5	231	16	215	90.74603175	82.28705029	37.81658671	0.39943074	poor
T28F3.8	WP:CE46964	266	0.462825398	92	medium	65	129	231	20	211	98.83834586	89.1881336	43.03198884	0.379237288	poor
D1046.18	WP:CE47447	103	-0.90595651	117	long	77	154.5	231	16	215	119.7184466	107.7052864	49.96239702	0.32	poor
Y43F8B.20	WP:CE42888	14	-3.785102115	97.5	long	49.5	126.5	188	29	159	94.35714286	80.56900957	48.85928358	0.416216216	moderate
F16H11.5	nhr-45	216	0.162430465	82.5	medium	44	123.5	231	10	221	88.25462963	70.78036869	54.29962295	0.373253493	poor
C56A3.8	WP:CE46795	200	0.051399153	58	short	38	79.5	231	5	226	61.16	54.36874567	30.25267591	0.467322349	moderate
F39H12.4	igcm-1	132	-0.548062918	101.5	long	57	136.5	231	11	220	100.8181818	83.32016428	54.00811081	0.362679426	poor
R04A9.5	ceh-93	237	0.296286212	87	medium	64	126.5	231	11	220	93.71308017	82.00849712	44.04114347	0.329959514	poor
R04A9.4	ife-2	831	2.10624763	76	medium	56	96	231	8	223	77.19494585	70.21173367	31.51040206	0.55399061	moderate
ZK380.5	WP:CE38929	103	-0.90595651	96	long	79	120	230	23	207	100.5436893	94.86722071	33.84854235	0.401515152	moderate
F14D2.14	WP:CE35480	30	-2.685566442	108	long	91	120	148	22	126	100.6333333	94.19283974	29.10038182	0.453488372	moderate
F14D2.15	WP:CE36999	190	-0.022601429	66	short	41	99	228	8	220	75.43157895	62.76962388	44.34699364	0.371134021	poor
Y69H2.6	ubc-19	278	0.526484035	78	medium	46	117.5	231	10	221	88.04676259	73.00985149	52.30006094	0.378091873	poor
F14D2.11	WP:CE42689	26	-2.892017319	89.5	medium	51.5	122.5	231	19	212	93.46153846	78.42178707	53.66293003	0.344086022	poor
F14D2.12	bath-30	343	0.829607729	61	short	40	91.5	231	14	217	69.7696793	60.49724667	37.44884965	0.400673401	moderate
F14D2.13	bath-28	53	-1.864536583	97	long	44.5	113	176	19	157	84.0754717	71.62394676	41.88747237	0.417228756	moderate
K08D10.2	dnj-15	244	0.3382803	63	short	46	85	171	14	157	66.96311475	60.78713627	28.34684676	0.356138813	poor
B0240.1	rhr-2	88	-1.133025419	104.5	long	63.5	150.5	231	12	219	110.9886364	93.27132855	58.80331127	0.31797235	poor
T14G12.4	fkh-2	10	-4.270528942	138	long	77.5	159.5	197	22	175	119.1	98.90969139	58.01111962	0.54010892	moderate
B0240.3	daf-11	18	-3.422532036	86.5	medium	61	112	205	20	185	89.33333333	77.02114895	44.48095722	0.270348837	poor
B0240.2	spe-42	61	-1.6617197	94	medium	76	120.5	173	22	151	95.45901639	88.03716474	33.89306896	0.292749658	poor
B0240.4	npp-22	268	0.473632153	84	medium	56.5	110	231	11	220	87.66791045	78.34694939	40.38626207	0.387900356	poor
T14G12.3	tag-18	3287	4.090098704	67	short	42	90	231	10	221	69.8509279	61.38849711	35.33526226	0.552631579	moderate
T14G12.2	aex-4	80	-1.270528942	81.5	medium	52.5	123.5	231	19	212	91.5	78.26901234	48.57391275	0.351351351	poor
F18E2.3	scc-3	700	1.858754075	71	medium	50	102	230	13	217	77.94142857	69.04986241	36.85769155	0.394460363	poor
F32A6.4	ags-3	146	-0.402632478	82	medium	51.5	131	231	8	223	94.40410959	77.01637453	54.79958239	0.440085695	moderate
F38B2.1	ifa-1	1280	2.729471058	65	short	40	94	231	5	226	72.60078125	60.92006258	42.42717105	0.574401896	moderate
F22E5.21	WP:CE38702	19	-3.344529524	74	medium	48	129.5	217	10	207	88.21052632	67.8544335	54.84387309	0.32183908	poor
F38B2.4	WP:CE02218	1461	2.920283426	76	medium	49	104	231	8	223	79.92197125	69.80985526	40.88687508	0.565217391	moderate
F11H8.4	cyk-1	316	0.711323711	81	medium	56	108.5	212	12	200	83.09177215	74.37602965	35.76869869	0.344927717	poor
C27D6.3	WP:CE01813	129	-0.581229782	73	medium	58	88.5	158	26	132	73.91472868	70.20224087	23.08529214	0.603603604	moderate
F11H8.1	rfl-1	439	1.185620092	78	medium	43	111.5	231	5	226	81.80637813	68.72973656	45.10611488	0.34375	poor
